chemical_formula,enhanced_sampling.artifact_paths,enhanced_sampling.collective_variables,enhanced_sampling.computed_on_structure_iri,enhanced_sampling.free_energy_surfaces,enhanced_sampling.instance_iri,enhanced_sampling.methods,enhanced_sampling.rdfs_comment,enhanced_sampling.rdfs_label,enhanced_sampling.trajectory_frames,output_json_path,source_identifier,source_identifier_type,structure_iri,structure_name
C6H12N2O2,"[""/scratch/kenko/akg4pyscf/.graphchat-workspaces/kenko_room/alanine_dipeptide_orb_omol_2d_es/structures/C6H12N2O2_f5b4c1ed/enhanced_sampling/trajectory.xyz"", ""/scratch/kenko/akg4pyscf/.graphchat-workspaces/kenko_room/alanine_dipeptide_orb_omol_2d_es/structures/C6H12N2O2_f5b4c1ed/enhanced_sampling/md.log"", ""/scratch/kenko/akg4pyscf/.graphchat-workspaces/kenko_room/alanine_dipeptide_orb_omol_2d_es/structures/C6H12N2O2_f5b4c1ed/enhanced_sampling/free_energy_001_metadynamics.csv""]","[""phi"", ""psi""]",https://elagente.ca/grafico/ConceptualAtoms_6c2d7f81-213b-4dc0-a624-e82a6f947bc6,"[{""artifact_path"": ""/scratch/kenko/akg4pyscf/.graphchat-workspaces/kenko_room/alanine_dipeptide_orb_omol_2d_es/structures/C6H12N2O2_f5b4c1ed/enhanced_sampling/free_energy_001_metadynamics.csv"", ""collective_variable_units"": [""degree"", ""degree""], ""collective_variables"": [""phi"", ""psi""], ""convergence_status"": ""not_assessed"", ""free_energy_unit"": ""kJ/mol"", ""instance_iri"": ""https://elagente.ca/ontomlff/MLFFEnhancedSamplingFreeEnergyResult_d95c7242-7662-4e4a-b92b-e2c88005e45f"", ""method"": ""metadynamics"", ""rdfs_comment"": [], ""rdfs_label"": [], ""status"": ""estimated""}]",https://elagente.ca/ontomlff/MLFFEnhancedSamplingResult_977b86e8-bbb0-4613-a02c-42ce4882333e,"[""metadynamics""]",[],[],1001,/scratch/kenko/akg4pyscf/.graphchat-workspaces/kenko_room/alanine_dipeptide_orb_omol_2d_es/structures/C6H12N2O2_f5b4c1ed/output.json,alanine_c7ax_input,xyz,https://elagente.ca/grafico/ConceptualAtoms_6c2d7f81-213b-4dc0-a624-e82a6f947bc6,alanine_c7ax_input
