chemical_formula,low_energy_conformer_search.artifact_paths,low_energy_conformer_search.computed_on_structure_iri,low_energy_conformer_search.conformers,low_energy_conformer_search.energies,low_energy_conformer_search.energy_unit,low_energy_conformer_search.instance_iri,low_energy_conformer_search.lowest_energy_conformer.cell,low_energy_conformer_search.lowest_energy_conformer.charge,low_energy_conformer_search.lowest_energy_conformer.chemical_formula,low_energy_conformer_search.lowest_energy_conformer.instance_iri,low_energy_conformer_search.lowest_energy_conformer.pbc,low_energy_conformer_search.lowest_energy_conformer.rdfs_comment,low_energy_conformer_search.lowest_energy_conformer.rdfs_label,low_energy_conformer_search.lowest_energy_conformer.spin_multiplicity,low_energy_conformer_search.lowest_energy_conformer.xyz.atomic_numbers,low_energy_conformer_search.lowest_energy_conformer.xyz.instance_iri,low_energy_conformer_search.lowest_energy_conformer.xyz.positions,low_energy_conformer_search.lowest_energy_conformer.xyz.rdfs_comment,low_energy_conformer_search.lowest_energy_conformer.xyz.rdfs_label,low_energy_conformer_search.lowest_energy_conformer.xyz.unit,low_energy_conformer_search.mapped,low_energy_conformer_search.method,low_energy_conformer_search.rdfs_comment,low_energy_conformer_search.rdfs_label,low_energy_conformer_search.relative_energies,low_energy_conformer_search.smiles,output_json_path,source_identifier,source_identifier_type,structure_iri,structure_name
