phi_degree,psi_degree,free_energy_kj_mol,samples
-72.5,-172.5,10.32452766607447,8.0
-67.5,-172.5,11.453984987160936,0.0
-62.50000000000001,-172.5,13.255487143050221,0.0
-57.500000000000014,-172.5,15.303254860515233,0.0
-52.500000000000014,-172.5,17.077312317184884,0.0
-47.5,-172.5,18.25852788465561,0.0
-42.5,-172.5,18.868746915168032,0.0
-37.50000000000001,-172.5,19.129570816404588,0.0
-32.500000000000014,-172.5,19.247557123110845,0.0
-27.499999999999993,-172.5,19.322628538012747,0.0
-22.5,-172.5,19.376896796944923,0.0
-17.500000000000007,-172.5,19.410037755849007,0.0
-12.50000000000001,-172.5,19.425644338493157,0.0
-7.500000000000017,-172.5,19.43124386753634,0.0
-2.4999999999999973,-172.5,19.432773513553506,0.0
2.4999999999999973,-172.5,19.433035014294468,0.0
7.499999999999991,-172.5,19.43263660160384,0.0
12.499999999999986,-172.5,19.43006276798141,0.0
17.500000000000007,-172.5,19.418344407722607,0.0
22.5,-172.5,19.375870964537405,0.0
27.499999999999993,-172.5,19.252316285105394,0.0
32.499999999999986,-172.5,18.962396597732116,0.0
37.499999999999986,-172.5,18.412251782221784,0.0
42.5,-172.5,17.56970087246717,0.0
47.5,-172.5,16.537965641019955,10.0
52.49999999999999,-172.5,15.553337429286069,52.0
57.499999999999986,-172.5,14.882917626442254,5.0
62.49999999999998,-172.5,14.707799795649999,0.0
67.49999999999997,-172.5,15.069053194445182,0.0
72.49999999999997,-172.5,15.851428110392863,0.0
77.50000000000001,-172.5,16.802865883149796,0.0
82.50000000000001,-172.5,17.651425938331496,0.0
87.5,-172.5,18.259384147462498,0.0
92.5,-172.5,18.654717675731934,0.0
97.49999999999999,-172.5,18.927666214200517,0.0
102.49999999999999,-172.5,19.132703280864742,0.0
107.49999999999999,-172.5,19.277841330584373,0.0
112.49999999999997,-172.5,19.35769345908276,0.0
117.49999999999997,-172.5,19.362261324810166,0.0
122.50000000000001,-172.5,19.245627770505582,0.0
127.50000000000001,-172.5,18.88992404124584,0.0
132.5,-172.5,18.131388350044823,0.0
137.5,-172.5,16.895071636795638,0.0
142.5,-172.5,15.353043637984609,18.0
147.49999999999997,-172.5,13.890124689229966,50.0
152.49999999999997,-172.5,12.806138393927856,28.0
157.49999999999997,-172.5,12.039214493352267,18.0
162.49999999999997,-172.5,11.241255013782343,32.0
167.5,-172.5,10.133002415110754,13.0
172.5,-172.5,8.766890597178367,48.0
177.5,-172.5,7.457162132318677,135.0
-177.5,-167.5,7.417611466125629,117.0
-172.5,-167.5,6.564116731726775,85.0
-167.5,-167.5,5.925513855629516,79.0
-162.5,-167.5,5.49365955349148,77.0
-157.5,-167.5,5.185041042606849,12.0
-152.5,-167.5,4.898829010141832,34.0
-147.5,-167.5,4.716945115896065,95.0
-142.5,-167.5,4.927623006782649,56.0
