entry_id,composition,energy_eV,energy_per_atom_eV,num_atoms
mp-1008394-GGA,Cl2,-7.310510635375977,-1.8276276588439941,4
mp-1018045-GGA,Rb,-3.7896218299865723,-0.9474054574966431,4
mp-1022725-GGA,Sn,-3.7793846130371094,-3.7793846130371094,1
mp-1056308-GGA,Sn,-3.769486427307129,-3.769486427307129,1
mp-1063817-GGA,Rb,-3.7347280979156494,-0.9336820244789124,4
mp-11054-GGA,RbSn,-85.66427612304688,-2.677008628845215,32
mp-117-GGA,Sn,-7.702747821807861,-3.8513739109039307,2
mp-1179414-GGA,Sn,-30.18839454650879,-3.7735493183135986,8
mp-1179656-GGA,Rb,-7.625355243682861,-0.9531694054603577,8
mp-1179802-GGA,Rb,-7.559868335723877,-0.9449835419654846,8
mp-1186853-GGA,Rb,-19.016460418701172,-0.9508230209350585,20
mp-1186899-GGA,Rb,-27.41265869140625,-0.9452640928071121,29
mp-12628-GGA,Rb,-0.9596434831619263,-0.9596434831619263,1
mp-22848-GGA,Cl2,-7.317255020141602,-1.8293137550354004,4
mp-23059-GGA,Rb2SnCl6,-30.15131187438965,-3.350145763821072,9
mp-23295-GGA,RbCl,-6.665188789367676,-3.332594394683838,2
mp-23299-GGA,RbCl,-6.54088020324707,-3.270440101623535,2
mp-29179-GGA,SnCl2,-83.90843200683594,-3.4961846669514975,24
mp-29866-GGA,SnCl4,-63.76279830932617,-3.1881399154663086,20
mp-55-GGA,Sn,-3.7681212425231934,-3.7681212425231934,1
mp-569152-GGA,SnCl2,-41.95874786376953,-3.4965623219807944,12
mp-569688-GGA,Rb,-24.613908767700195,-0.9466887987576998,26
mp-570778-GGA,Cl2,-29.167800903320312,-1.8229875564575195,16
mp-604321-GGA,Rb,-3.8389663696289062,-0.9597415924072266,4
mp-623511-GGA,Sn,-3.779235363006592,-3.779235363006592,1
mp-639736-GGA,Rb,-1.8998749256134033,-0.9499374628067017,2
mp-639755-GGA,Rb,-0.9540330171585083,-0.9540330171585083,1
mp-640416-GGA,Rb,-7.562567710876465,-0.9453209638595581,8
mp-656615-GGA,Rb,-7.6307878494262695,-0.9538484811782837,8
mp-70-GGA,Rb,-0.9517492055892944,-0.9517492055892944,1
mp-7162-GGA,Sn,-3.7678537368774414,-3.7678537368774414,1
mp-84-GGA,Sn,-7.6036882400512695,-3.8018441200256348,2
mp-867126-GGA,Rb,-2.8792128562927246,-0.9597376187642416,3
mp-867229-GGA,RbSn3,-26.05837059020996,-3.257296323776245,8
mp-949028-GGA,Sn,-175.14610290527344,-3.8075239762015967,46
mp-974620-GGA,Rb,-7.522454261779785,-0.9403067827224731,8
mp-974789-GGA,Rb3Sn,-6.670373916625977,-1.6675934791564941,4
mp-975129-GGA,Rb,-1.9191659688949585,-0.9595829844474792,2
mp-975204-GGA,Rb,-1.9200655221939087,-0.9600327610969543,2
mp-975519-GGA,Rb,-0.9599875211715698,-0.9599875211715698,1
mp-998156-GGA,RbSnCl3,-17.195714950561523,-3.4391429901123045,5
mp-998611-GGA,RbSnCl3,-34.72364044189453,-3.472364044189453,10
