chemical_formula,output_json_path,source_identifier,source_identifier_type,structure_iri,structure_name,widom_insertion.artifact_paths,widom_insertion.averaged_interaction_energy,widom_insertion.computed_on_structure_iri,widom_insertion.heat_of_adsorption,widom_insertion.henry_coefficient,widom_insertion.instance_iri,widom_insertion.rdfs_comment,widom_insertion.rdfs_label
C42H24Ni6O30,/scratch/kenko/akg4pyscf/.graphchat-workspaces/kenko_room/call_esKijtjfmvDw8YhS2hMRkmyB/structures/C42H24Ni6O30_0081b140/output.json,GELVID01_clean,cif,https://elagente.ca/grafico/ConceptualAtoms_148052c2-ad8c-40aa-ace2-bdba6c9133ad,GELVID01_clean,"[""/scratch/kenko/akg4pyscf/.graphchat-workspaces/kenko_room/call_esKijtjfmvDw8YhS2hMRkmyB/structures/C42H24Ni6O30_0081b140/widom_insertion/H2O/traj_H2O.traj""]",-0.618801615408498,https://elagente.ca/grafico/ConceptualAtoms_148052c2-ad8c-40aa-ace2-bdba6c9133ad,62.19961780935148,1.6594922249758737,https://elagente.ca/ontomlff/MLFFWidomInsertionResult_6f602275-9cd3-43f6-bba7-3f72ecad8ac4,[],[]
C52H32N20O16Zn4,/scratch/kenko/akg4pyscf/.graphchat-workspaces/kenko_room/call_esKijtjfmvDw8YhS2hMRkmyB/structures/C52H32N20O16Zn4_d05b9eb4/output.json,GAVYAG_clean,cif,https://elagente.ca/grafico/ConceptualAtoms_4cd40642-cae7-410a-8d46-c3e2bafdd363,GAVYAG_clean,"[""/scratch/kenko/akg4pyscf/.graphchat-workspaces/kenko_room/call_esKijtjfmvDw8YhS2hMRkmyB/structures/C52H32N20O16Zn4_d05b9eb4/widom_insertion/H2O/traj_H2O.traj""]",-0.4030873053730253,https://elagente.ca/grafico/ConceptualAtoms_4cd40642-cae7-410a-8d46-c3e2bafdd363,41.38635079806035,0.0038395010987695164,https://elagente.ca/ontomlff/MLFFWidomInsertionResult_c2a2494e-ad3a-4fcf-a5ec-cccaf7478a10,[],[]
C32H32F20N16Nb4Ni4O4,/scratch/kenko/akg4pyscf/.graphchat-workspaces/kenko_room/call_esKijtjfmvDw8YhS2hMRkmyB/structures/C32H32F20N16Nb4Ni4O4_fe60b112/output.json,ARAHIM_clean,cif,https://elagente.ca/grafico/ConceptualAtoms_6a021553-c0c4-4cb8-a74e-c6850bbd0427,ARAHIM_clean,"[""/scratch/kenko/akg4pyscf/.graphchat-workspaces/kenko_room/call_esKijtjfmvDw8YhS2hMRkmyB/structures/C32H32F20N16Nb4Ni4O4_fe60b112/widom_insertion/H2O/traj_H2O.traj""]",-0.45720920510899327,https://elagente.ca/grafico/ConceptualAtoms_6a021553-c0c4-4cb8-a74e-c6850bbd0427,46.60832031031844,0.010960093684268027,https://elagente.ca/ontomlff/MLFFWidomInsertionResult_f82ec4b5-ae4d-408e-90a9-ee1137f542f4,[],[]
C252H180N72Zn18,/scratch/kenko/akg4pyscf/.graphchat-workspaces/kenko_room/call_esKijtjfmvDw8YhS2hMRkmyB/structures/C252H180N72Zn18_91ce56c9/output.json,RIPPEN_clean,cif,https://elagente.ca/grafico/ConceptualAtoms_e9446ab5-fe5f-4d06-b6e1-0d6e179c196d,RIPPEN_clean,"[""/scratch/kenko/akg4pyscf/.graphchat-workspaces/kenko_room/call_esKijtjfmvDw8YhS2hMRkmyB/structures/C252H180N72Zn18_91ce56c9/widom_insertion/H2O/traj_H2O.traj""]",-0.2949427599481402,https://elagente.ca/grafico/ConceptualAtoms_e9446ab5-fe5f-4d06-b6e1-0d6e179c196d,30.951988333313807,0.00032288429028076357,https://elagente.ca/ontomlff/MLFFWidomInsertionResult_414fc83c-2a7f-4f6b-8b4d-f63311a1a79e,[],[]
C56H64N48Zn8,/scratch/kenko/akg4pyscf/.graphchat-workspaces/kenko_room/call_esKijtjfmvDw8YhS2hMRkmyB/structures/C56H64N48Zn8_fbb81e0b/output.json,PEGBUA_clean,cif,https://elagente.ca/grafico/ConceptualAtoms_fdb4b097-27e5-478b-a2ae-8c9402e8702d,PEGBUA_clean,"[""/scratch/kenko/akg4pyscf/.graphchat-workspaces/kenko_room/call_esKijtjfmvDw8YhS2hMRkmyB/structures/C56H64N48Zn8_fbb81e0b/widom_insertion/H2O/traj_H2O.traj""]",-0.4939913127476109,https://elagente.ca/grafico/ConceptualAtoms_fdb4b097-27e5-478b-a2ae-8c9402e8702d,50.157254209950366,0.05333678584122549,https://elagente.ca/ontomlff/MLFFWidomInsertionResult_ab16de93-36b4-4c9e-9b94-11ee0388da8f,[],[]
